Id,SalePrice
1461,596724900.0
1462,718534900.0
1463,735215500.0
1464,626852200.0
1465,490924160.0
1466,575838800.0
1467,581442750.0
1468,513782940.0
1469,664472770.0
1470,514678660.0
1471,567675650.0
1472,249995740.0
1473,267578700.0
1474,379172450.0
1475,281075400.0
1476,853799200.0
1477,772023040.0
1478,783230460.0
1479,865203460.0
1480,1175262600.0
1481,904620350.0
1482,563868800.0
1483,850649400.0
1484,394052000.0
1485,622261300.0
1486,557910600.0
1487,996009000.0
1488,682624600.0
1489,582760400.0
1490,734728200.0
1491,641495600.0
1492,530553570.0
1493,822437100.0
1494,833822700.0
1495,813415000.0
1496,582242500.0
1497,411174700.0
1498,330035330.0
1499,313166900.0
1500,319587550.0
1501,399740130.0
1502,282602850.0
1503,793813250.0
1504,580865500.0
1505,656361150.0
1506,781111800.0
1507,808076300.0
1508,935193700.0
1509,583977100.0
1510,619685400.0
1511,639432640.0
1512,712380300.0
1513,610815500.0
1514,836468700.0
1515,795000200.0
1516,801056000.0
1517,647077900.0
1518,646959360.0
1519,681088800.0
1520,561010600.0
1521,649778900.0
1522,704806660.0
1523,503079580.0
1524,581728800.0
1525,586436500.0
1526,650307140.0
1527,464263420.0
1528,515725380.0
1529,554668800.0
1530,694527170.0
1531,487554700.0
1532,371102500.0
1533,547315300.0
1534,455005660.0
1535,684501760.0
1536,531124580.0
1537,491874400.0
1538,573033340.0
1539,613088900.0
1540,600942100.0
1541,594725500.0
1542,523562560.0
1543,623373600.0
1544,351678980.0
1545,404234500.0
1546,429165500.0
1547,494268600.0
1548,458007600.0
1549,403099600.0
1550,503050180.0
1551,494816130.0
1552,578291100.0
1553,619418560.0
1554,330245980.0
1555,860735600.0
1556,533983360.0
1557,615532400.0
1558,377989060.0
1559,476693200.0
1560,514221060.0
1561,760663200.0
1562,475511300.0
1563,484774400.0
1564,618402940.0
1565,601400400.0
1566,987288200.0
1567,458509470.0
1568,893716860.0
1569,854822460.0
1570,586422400.0
1571,572731300.0
1572,617479700.0
1573,927377200.0
1574,642138200.0
1575,767115700.0
1576,741764740.0
1577,535229820.0
1578,667135200.0
1579,600557630.0
1580,592213500.0
1581,710703300.0
1582,467274050.0
1583,885063700.0
1584,653041400.0
1585,387525900.0
1586,373428100.0
1587,468580640.0
1588,641548400.0
1589,574090900.0
1590,481130500.0
1591,400928670.0
1592,469927170.0
1593,460951970.0
1594,505537470.0
1595,548181600.0
1596,742827300.0
1597,839521860.0
1598,830789250.0
1599,420821120.0
1600,430270900.0
1601,387326940.0
1602,505878720.0
1603,481850050.0
1604,598763800.0
1605,701395000.0
1606,638308600.0
1607,872513400.0
1608,693254800.0
1609,594810300.0
1610,523900100.0
1611,741855360.0
1612,659178050.0
1613,692661500.0
1614,359141660.0
1615,228320850.0
1616,227961120.0
1617,267670200.0
1618,447917060.0
1619,611060350.0
1620,657748000.0
1621,552270900.0
1622,609762370.0
1623,795055900.0
1624,764952400.0
1625,619948900.0
1626,702950800.0
1627,642149100.0
1628,759711800.0
1629,526794560.0
1630,908223600.0
1631,605697500.0
1632,693930750.0
1633,505437470.0
1634,550690300.0
1635,540355500.0
1636,515726850.0
1637,711093250.0
1638,739192500.0
1639,741327200.0
1640,844118660.0
1641,747911500.0
1642,575992260.0
1643,571062000.0
1644,598815600.0
1645,747892500.0
1646,619584900.0
1647,648428000.0
1648,527478140.0
1649,535410240.0
1650,469781700.0
1651,503536130.0
1652,247135870.0
1653,245209890.0
1654,370979400.0
1655,371813340.0
1656,371613250.0
1657,373383740.0
1658,371584900.0
1659,305945920.0
1660,601954300.0
1661,1023349400.0
1662,872583230.0
1663,932750500.0
1664,1167875300.0
1665,789657540.0
1666,1002030400.0
1667,1169575000.0
1668,801918700.0
1669,753964860.0
1670,903924800.0
1671,871952830.0
1672,1143395800.0
1673,794267800.0
1674,706101500.0
1675,592535200.0
1676,534373020.0
1677,685013700.0
1678,1153444600.0
1679,1062085760.0
1680,738544260.0
1681,574575940.0
1682,963739000.0
1683,470759940.0
1684,576083100.0
1685,525699460.0
1686,411956030.0
1687,506586020.0
1688,537681540.0
1689,590111000.0
1690,557365060.0
1691,504028060.0
1692,729872000.0
1693,523362240.0
1694,549218200.0
1695,466722500.0
1696,909393600.0
1697,469537470.0
1698,914370700.0
1699,878770940.0
1700,685586300.0
1701,772761660.0
1702,767700350.0
1703,724060000.0
1704,789560300.0
1705,655524500.0
1706,1035735740.0
1707,598090400.0
1708,614957800.0
1709,765959230.0
1710,592564000.0
1711,668015100.0
1712,700882500.0
1713,792649100.0
1714,692037800.0
1715,552461300.0
1716,589184640.0
1717,520145860.0
1718,479712320.0
1719,623236350.0
1720,729222140.0
1721,663658240.0
1722,617668500.0
1723,676302300.0
1724,593462300.0
1725,708607600.0
1726,539433150.0
1727,549336450.0
1728,552183900.0
1729,559097300.0
1730,518460500.0
1731,546841400.0
1732,498865800.0
1733,523028030.0
1734,551403140.0
1735,483888130.0
1736,455998620.0
1737,1038571140.0
1738,709682300.0
1739,596804350.0
1740,553768500.0
1741,488467070.0
1742,393538100.0
1743,400388830.0
1744,915078140.0
1745,884966340.0
1746,681874750.0
1747,765396740.0
1748,735708300.0
1749,646376900.0
1750,609949000.0
1751,820361300.0
1752,456119100.0
1753,674127550.0
1754,696584900.0
1755,835012600.0
1756,478042500.0
1757,472528700.0
1758,639492030.0
1759,799754940.0
1760,640574500.0
1761,676840060.0
1762,611975040.0
1763,724409600.0
1764,531407230.0
1765,762595460.0
1766,731460900.0
1767,875547400.0
1768,587526300.0
1769,710260000.0
1770,550893950.0
1771,577273700.0
1772,622762300.0
1773,614979700.0
1774,749915460.0
1775,526262200.0
1776,639431360.0
1777,474317820.0
1778,521104640.0
1779,516176480.0
1780,626031600.0
1781,595018600.0
1782,363571100.0
1783,567019840.0
1784,436468300.0
1785,562966660.0
1786,727251600.0
1787,509189920.0
1788,270351550.0
1789,522391460.0
1790,487201380.0
1791,738638000.0
1792,663956900.0
1793,633314940.0
1794,510617120.0
1795,603652860.0
1796,487381120.0
1797,514745660.0
1798,477040060.0
1799,421946300.0
1800,505621820.0
1801,580019700.0
1802,545206900.0
1803,548140400.0
1804,535042000.0
1805,528917470.0
1806,396992640.0
1807,660570940.0
1808,661256500.0
1809,502592420.0
1810,487686900.0
1811,493982140.0
1812,529595070.0
1813,445808480.0
1814,433705400.0
1815,288543040.0
1816,436907070.0
1817,556901060.0
1818,591283700.0
1819,339762240.0
1820,264325500.0
1821,456080960.0
1822,561023700.0
1823,405188500.0
1824,527169440.0
1825,426374600.0
1826,413026300.0
1827,429445600.0
1828,502695500.0
1829,550320100.0
1830,578459840.0
1831,626209500.0
1832,434820540.0
1833,561569600.0
1834,414126460.0
1835,484989920.0
1836,506412930.0
1837,385387700.0
1838,563143700.0
1839,296496320.0
1840,629791740.0
1841,634206700.0
1842,489372160.0
1843,628271000.0
1844,479505300.0
1845,726914600.0
1846,747555700.0
1847,874397700.0
1848,352028930.0
1849,697822660.0
1850,557784640.0
1851,568736300.0
1852,505113200.0
1853,423414340.0
1854,606136400.0
1855,828467100.0
1856,686910200.0
1857,1031900700.0
1858,533718500.0
1859,491460860.0
1860,569067260.0
1861,487234100.0
1862,838565900.0
1863,733232800.0
1864,734236160.0
1865,799579140.0
1866,810093440.0
1867,652519600.0
1868,852542300.0
1869,577332860.0
1870,669277700.0
1871,727119200.0
1872,588147460.0
1873,853912100.0
1874,570576600.0
